aah	ah
teacher	teʸcer
teaching	teʸciŋ
teacup	teʸkup
team	teʸm
teammate	teʸmmaʸt
teapot	teʸpot
tear	teʸr
tear	taʸr
tearaway	taʸrawaʸ
tearoom	teʸrq̇m
tease	teʸz
teaser	teʸzer
teaspoon	teʸspq̇n
teaspoonful	teʸspq̇nfql
teat	teʸt
tech	tek
technicality	teknikalité
technician	teknision
technique	teknék
technocrat	teknokrat
technologist	teknolojist
technology	teknolojé
tectonic	tektonik
ted	ted
teddy	tedé
tee	teʸ
teem	teʸm
teen	teʸn
teenager	teʸnaʸjer
teeny	teʸné
teeter	téter
teetotaller	tétótaler
telecommunication	telekomúnikásion
telegram	telegram
telegraph	telegraf
telemarketer	telemarketer
telephone	telefón
telephonist	telefónist
telescope	teleskóp
televise	televíz
television	televizion
telework	telewurk
telex	teleks
tell	tel
teller	teler
telly	telé
telomere	telomér
temp	temp
temper	temper
temperament	temperament
temperature	temperatúr
tempest	tempest
templar	templar
template	templat
temple	tempel
tempo	tempó
temporality	temporalité
temporary	temporaré
tempt	temt
temptation	temtásion
tenancy	tenansé
tenant	tenant
tend	tend
tendency	tendensé
tender	tender
tendon	tendon
tendril	tendril
tenement	tenement
tenet	tenet
tennent	tenent
tenor	tenor
tense	tens
tension	tension
tensor	tensor
tent	tent
tentacle	tentakel
tenure	tenúr
term	term
terminal	terminal
terminate	terminát
termination	terminásion
terminator	terminátor
terminology	terminolojé
termite	termít
tern	tern
terrace	teras
terracotta	terakota
terrain	terán
terrapin	terapin
terrier	terier
terrify	terifí
territorial	teritorial
territory	teritoré
terror	teror
terrorise	teroríz
terrorist	terorist
terrorize	teroríz
tessa	tesa
test	test
testament	testament
tester	tester
testes	testéz
testicle	testikel
testify	testifí
testimonial	testimónial
testimony	testimóné
tether	teðer
tetra	tetra
texan	teksan
text	tekst
textbook	tekstbqk
textile	tekstíl
texture	tekstúr
than	ðan
thank	þaŋk
thatch	þac
thatcher	þacer
thatcherite	þacerít
thaw	þå
theater	þéater
theatergoer	þéatergoʷer
theatre	þéater
theatregoer	þéatergoʷer
theatrical	þéatrikal
theft	þeft
thegn	þaʸn
theist	þéist
theme	þeʸm
themselves	ðemselvz
theologian	þéolójian
theology	þéolojé
theorem	þéorem
theoretician	þéoretisian
theorise	þéoríz
theorist	þéorist
theorize	þéoríz
theory	þéoré
therapist	þerapist
therapy	þerapé
thermal	þermal
thermometer	þermometer
thermostat	þermostat
theropod	þeropod
thesis	þésis
thespian	þespian
thessalonian	þesalónian
they	ðaʸ
thick	þik
thicken	þiken
thicket	þiket
thickness	þiknes
thief	þeʸf
thieve	þeʸv
thigh	þiʸ
thin	þin
thing	þiŋ
thingy	þiŋé
think	þiŋk
thinker	þiŋker
thinner	þiner
thirst	þirst
thistle	þisel
thong	þoŋ
thorn	þorn
thoroughbred	þuróbred
thoroughfare	þurófaʸr
thou	ðqʷ
thought	þåt
thrash	þrax
thread	þred
threadworm	þredwurm
threat	þret
threaten	þreten
threequarter	þreʸkworter
thresh	þrex
threshold	þrexhoʷld
thrift	þrift
thrill	þril
thriller	þriler
thrive	þriʸv
throat	þroʷt
throb	þrob
throe	þroʷ
throne	þroʷn
throng	þroŋ
throttle	þrotel
throw	þroʷ
thrower	þroʷer
thrush	þrux
thrust	þrust
thruster	þruster
thud	þud
thug	þug
thumb	þum
thump	þump
thunder	þunder
thunderbolt	þunderboʷlt
thunderstorm	þunderstorm
thursday	þurzdaʸ
thwart	þwort
tibetan	tibetan
tic	tik
tick	tik
ticket	tiket
tickle	tikel
tide	tiʸd
tiding	tiʸdiŋ
tidy	tiʸdé
tie	tiʸ
tier	teʸr
tiger	tíger
tight	tiʸt
tighten	tiʸten
tile	tiʸl
till	til
tiller	tiler
tilt	tilt
timber	timber
timbre	timber
time	tiʸm
timekeeper	tiʸmkeʸper
timer	tiʸmer
timescale	tiʸmskaʸl
timetable	tiʸmtábel
timing	tiʸmiŋ
tin	tin
tincture	tiŋktúr
tine	tiʸn
ting	tiŋ
tinge	tinj
tingle	tiŋgel
tinker	tiŋker
tinkle	tiŋkel
tinner	tiner
tint	tint
tiny	tiʸné
tip	tip
tipple	tipel
tipster	tipster
tiptoe	tiptoʷ
tirade	tírád
tire	tiʸr
tissue	tisú
tit	tit
titan	títan
tithe	tiʸð
titillate	titilát
title	títel
titter	titer
to	tq̇
toad	toʷd
toadstool	toʷdstq̇l
toast	toʷst
toaster	toʷster
toastrack	toʷstrak
tobacconist	tobakonist
tobias	tobías
toboggan	tobogan
toccata	tokata
today	tq̇daʸ
toddle	todel
toddler	todeler
toe	toʷ
toecap	toʷkap
toenail	toʷnaʸl
toff	tof
toffee	tofé
toga	tóga
toggle	togel
toil	toʸl
toilet	toʸlet
toiletry	toʸletré
token	tóken
tolerance	tolerans
tolerate	tolerát
toll	toʷl
tom	tom
tomato	tomáto
tomb	tq̇m
tombstone	tq̇mstoʷn
tome	toʷm
tomorrow	tq̇moró
ton	tun
tonality	tónalité
tone	toʷn
tong	toŋ
tongue	tuŋ
tonic	tonik
tonnage	tunaj
tonne	tun
tonsil	tonsil
tonsillectomy	tonsilektomé
tool	tq̇l
toolkit	tq̇lkit
toot	tq̇t
tooth	tq̇þ
toothbrush	tq̇þbrux
top	top
topic	topik
topping	topiŋ
topple	topel
topside	topsiʸd
tor	tor
torch	torc
torment	torment
tormentor	tormentor
tornado	tornádó
tornadoe	tornádó
torpedo	torpédó
torque	tork
torrent	torent
torso	torsó
tort	tort
tortilla	tortéya
tortoise	tortos
torture	tortúr
torturer	tortúrer
tory	tóré
toss	tos
tot	tot
total	tótal
totality	tótalité
totalization	tótalizásion
totalize	tótalíz
tote	toʷt
totem	tótem
totter	toter
toucan	tq̇kan
touch	tuc
touchdown	tucdqʷn
touchstone	tucstoʷn
tough	tuf
toughen	tufen
tour	tq̇r
tourist	tq̇rist
tournament	tq̇rnament
tout	tqʷt
tow	toʷ
towel	tqʷel
tower	tqʷr
town	tqʷn
townie	tqʷné
townscape	tqʷnskaʸp
township	tqʷnxip
townsman	tqʷnzman
toxicity	toksisité
toxin	toksin
toy	toʸ
trace	traʸs
tracer	traʸser
tracing	traʸsiŋ
track	trak
tracker	traker
tracksuit	traksuʷt
trackway	trakwaʸ
tract	trakt
traction	traksion
tractor	traktor
trade	traʸd
trademark	traʸdmark
trader	traʸder
tradesman	traʸdzman
tradition	tradision
traditionalist	tradisionalist
traffick	trafik
trafficker	trafiker
tragedy	trajedé
trail	traʸl
trailer	traʸler
train	traʸn
trainee	traʸné
trainer	traʸner
trainspotter	traʸnspoter
traipse	traʸps
trait	traʸt
traitor	trátor
trajectory	trajektoré
tram	tram
tramcar	tramkar
tramline	tramliʸn
trammel	tramel
tramp	tramp
trample	trampel
trampoline	trampolén
tramway	tramwaʸ
tran	tran
trance	trans
tranquillise	traŋkwilíz
tranquilliser	traŋkwilízer
tranquillize	traŋkwilíz
tranquillizer	traŋkwilízer
transact	tranzakt
transaction	tranzaksion
transactor	tranzaktor
transceiver	transéver
transcend	transend
transcribe	transkríb
transcript	transkript
transcription	transkripsion
transducer	tranzdúser
transfer	transfer
transferee	transferé
transfigure	transfigúr
transfix	transfiks
transform	transform
transformant	transformant
transformation	transformásion
transformer	transformer
transfuse	transfúz
transfusion	transfúzion
transgenic	tranzjenik
transgress	tranzgres
transgression	tranzgresion
transgressor	tranzgresor
transient	tranzient
transistor	tranzistor
transit	tranzit
transition	tranzision
translate	tranzlát
translation	tranzlásion
translator	tranzlátor
translocate	tranzlókát
transmission	tranzmision
transmit	tranzmit
transmitter	tranzmiter
transmutation	tranzmútásion
transmute	tranzmút
transnational	tranznasional
transparency	transparensé
transpire	transpír
transplant	transplant
transponder	transponder
transport	transport
transporter	transporter
transpose	transpóz
transposition	transpozision
transsexual	transeksúal
transvestite	tranzvestít
trap	trap
trapeze	trapéz
trapper	traper
trapping	trapiŋ
trash	trax
trauma	tråma
traumatise	tråmatíz
traumatize	tråmatíz
travail	travál
travel	travel
traveller	traveler
travelogue	travelog
traverse	travers
travesty	travesté
trawl	trål
trawler	tråler
tray	traʸ
tread	tred
treadmill	tredmil
treasure	trezúr
treasurer	trezúrer
treasury	trezúré
treat	treʸt
treatise	trétis
treatment	treʸtment
treaty	trété
treble	trebel
tree	treʸ
treetop	treʸtop
trefoil	trefoʸl
trek	trek
trekker	treker
trellis	trelis
tremble	trembel
tremor	tremor
trench	trenc
trend	trend
trendy	trendé
trespass	trespas
trespasser	trespaser
tress	tres
trestle	tresel
trew	truʷ
triad	tríad
trial	tríal
trialist	tríalist
triangle	tríaŋgel
tribe	triʸb
tribesman	triʸbzman
tribulation	tribúlásion
tribunal	tribúnal
tribune	tribún
tributary	tribútaré
tribute	tribút
tricep	trísep
trick	trik
trickle	trikel
trickster	trikster
tricky	triké
tricycle	trísikel
trifle	trífel
trigger	triger
triglyceride	trígliseríd
trigram	trígram
trilby	trilbé
trill	tril
trilobite	trílobít
trim	trim
trimmer	trimer
trimming	trimiŋ
trinket	triŋket
trio	trió
trip	trip
triple	tripel
triplet	triplet
tripod	trípod
tripper	triper
triumph	tríumf
trivialise	trivialíz
triviality	trivialité
trivialize	trivialíz
trojan	trójan
troll	troʷl
trolley	trolé
trolleybus	trolébus
trolly	trolé
trombone	trombón
troop	trq̇p
trooper	trq̇per
trope	troʷp
trophy	trófé
tropical	tropikal
trot	trot
trotskyist	trotskéist
trotter	troter
troubadour	trq̇bador
trouble	trubel
troublemaker	trubelmaʸker
troubleshoot	trubelxuʷt
trough	tråf
trounce	trqʷns
troupe	trq̇p
trousers	trq́zerz
trowel	trqʷel
truant	trúant
truce	truʷs
truck	truk
trucker	truker
trudge	truj
true	truʷ
truffle	trufel
truism	trúizem
trump	trump
trumpet	trumpet
trumpeter	trumpeter
truncate	truŋkát
truncheon	truncon
trundle	trundel
trunk	truŋk
truss	trus
trust	trust
trustee	trusté
truth	truʷþ
try	triʸ
tryst	trist
tsar	zar
tub	tub
tube	tuʷb
tuber	túber
tubule	túbúl
tuck	tuk
tuesday	túzdaʸ
tuff	tuf
tuft	tuft
tug	tug
tulip	túlip
tumble	tumbel
tumbler	tumbeler
tummy	tumé
tumor	túmor
tumour	túmor
tune	tuʷn
tuner	tuʷner
tunic	túnik
tuning	tuʷniŋ
tunnel	tunel
tuple	tupel
turban	turban
turbine	turbín
turbo	turbó
turbocharge	turbócarj
turd	turd
tureen	turén
turf	turf
turk	turk
turkey	turké
turn	turn
turner	turner
turning	turniŋ
turnip	turnip
turnout	turnqʷt
turnover	turnóver
turnpike	turnpiʸk
turnstile	turnstiʸl
turnstone	turnstoʷn
turret	turet
turtle	turtel
tusk	tusk
tussle	tusel
tussock	tusok
tut	tut
tutor	tútor
tutorial	tútorial
tuxedo	tuksédó
twang	twaŋ
twat	twat
tweak	tweʸk
tweed	tweʸd
twiddle	twidel
twig	twig
twiglet	twiglet
twin	twin
twine	twiʸn
twinge	twinj
twinkle	twiŋkel
twirl	twirl
twist	twist
twit	twit
twitch	twic
twitcher	twicer
twitter	twiter
tycoon	tíkq̇n
tyke	tiʸk
type	tiʸp
typeface	tiʸpfaʸs
typescript	tiʸpskript
typesetter	tiʸpseter
typewriter	tiʸpriʸter
typhoon	tífq̇n
typification	tipifikásion
typify	tipifí
typist	tiʸpist
typology	típolojé
tyranny	tirané
tyrant	tírant
tyre	tiʸr
udder	uder
ugh	uh
ugly	uglé
ukrainian	úkránian
ulcer	ulser
ulceration	ulserásion
ultimatum	ultimátum
um	um
umbilical	umbilikal
umbrella	umbrela
umpire	umpír
unafraid	unafraʸd
unappeal	unapél
unappetise	unapetíz
unappetize	unapetíz
unbalance	unbalans
unbeliever	unbeleʸv
unbend	unbend
unbind	unbiʸnd
unblink	unbliŋk
unblock	unblok
unbuckle	unbukel
unburden	unburden
unbutton	unbuton
uncertainty	unsertanté
uncle	uŋkel
unclench	unklenc
uncoil	unkoʸl
uncomplain	unkomplán
uncork	unkork
uncover	unkuver
uncurl	unkurl
underachieve	underacév
underclothe	underkloʷð
undercurrent	underkurent
undercut	underkut
underdog	underdog
underestimate	underestimát
underframe	underfraʸm
undergarment	undergarment
undergo	undergoʷ
undergraduate	undergradúát
undergravel	undergravel
underground	undergrqʷnd
underlet	underlet
underlie	underliʸ
underline	underliʸn
underling	underliŋ
undermine	undermiʸn
underpart	underpart
underpass	underpas
underpay	underpaʸ
underpin	underpin
underpinning	underpiniŋ
underplay	underplaʸ
underprice	underpriʸs
underrate	underraʸt
underscore	underskoʷr
underside	undersiʸd
underspend	underspend
understaff	understaf
understair	understaʸr
understand	understand
understanding	understandiŋ
understate	understaʸt
understudy	understudé
undertake	undertaʸk
undertaker	undertaʸker
undertaking	undertaʸkiŋ
undertone	undertoʷn
undertrial	undertríal
undervalue	undervalú
underwrite	underriʸt
underwriter	underriʸter
undeserve	undezerv
undesirable	undezírabel
undie	undé
undo	undq̇
undress	undres
undulate	undúlát
undulation	undúlásion
unearth	unerþ
unfasten	unfasen
unfetter	unfeter
unfold	unfoʷld
unfortunate	unfortúnat
unfreeze	unfreʸz
unfurl	unfurl
unhappy	unhapé
unhinge	unhinj
unhitch	unhic
unhook	unhqk
unicorn	únikorn
uniform	úniform
unify	únifí
union	únion
unionist	únionist
unit	únit
unitarian	únitarian
unite	únít
unity	únité
universal	úniversal
universalise	úniversalíz
universe	únivers
university	úniversité
unix	úniks
unknown	unnoʷn
unlace	unlaʸs
unleash	unleʸx
unlikely	unliʸké
unload	unloʷd
unlock	unlok
unlove	unluv
unlucky	unluké
unmask	unmask
unnerve	unnerv
unpack	unpak
unpick	unpik
unravel	unravel
unresist	unrezist
unroll	unroʷl
unsatisfy	unsatisfí
unsay	unsaʸ
unscrew	unskruʷ
unseal	unseʸl
unseat	unseʸt
unsettle	unsetel
unspare	unspaʸr
unsport	unspoʷrt
unstint	unstint
unsurprise	unsurpríz
untangle	untaŋgel
unthreaten	unþreten
untie	untiʸ
untouchable	untucabel
untruth	untruʷþ
unveil	unvaʸl
unwelcome	unwelkum
unwind	unwiʸnd
unwrap	unrap
unzip	unzip
up	up
upbraid	upbraʸd
update	updaʸt
upend	upend
upgrade	upgraʸd
upheaval	uphéval
uphold	uphoʷld
upholder	uphoʷlder
upholster	uphólster
upholsterer	uphólsterer
upland	upland
uplift	uplift
uplight	upliʸt
upper	uper
upperpart	uperpart
upright	upriʸt
uprising	upriʸziŋ
uproot	uprq̇t
upset	upset
upside	upsiʸd
upstage	upstaʸj
upstart	upstart
upturn	upturn
upwarp	upworp
upwell	upwel
urbanise	urbaníz
urbanize	urbaníz
urchin	urcin
urge	urj
urging	urjiŋ
urinal	úrinal
urinate	úrinát
urn	urn
urologist	úrolojist
usage	uʷsaj
use	uʷs
use	uʷz
user	uʷzer
usher	uxer
usurp	úzurp
usurper	úzurper
utensil	útensil
utilise	útilíz
utilitarian	útilitarian
utility	útilité
utilize	útilíz
utopia	útópia
utter	uter
utterance	uterans
vacancy	vákansé
vacate	vákát
vacation	vákásion
vaccinate	vaksinát
vaccination	vaksinásion
vaccine	vaksén
vacillate	vasilát
vacuum	vakúm
vagabond	vagabond
vagary	vágaré
vagrant	vágrant
vague	vaʸg
vale	vaʸl
valency	válensé
valentine	valentín
valet	valaʸ
validate	validát
validation	validásion
valley	valé
valuation	valúásion
value	valú
valuer	valúer
valve	valv
vampire	vampír
van	van
vandal	vandal
vandalise	vanalíz
vandalize	vanalíz
vane	vaʸn
vanish	vanix
vanity	vanité
vanquish	vaŋkwix
vaporise	váporíz
vaporize	váporíz
vapour	vápor
variable	váriabel
variance	várians
variant	váriant
variation	váriásion
variety	varíeté
varnish	varnix
vary	váré
vase	vaʸs
vassal	vasal
vast	vast
vat	vat
vault	vålt
vaunt	vånt
vax	vaks
vector	vektor
veer	veʸr
vegan	végan
vegetable	vejetabel
vegetarian	vejetárian
vegetate	vejetát
veggy	vejé
vehicle	véhikel
veil	vaʸl
vein	vaʸn
velar	vélar
velocity	velosité
velvet	velvet
vend	vend
vendetta	vendeta
vendor	vendor
veneer	venér
venerate	venerát
venetian	venésian
venom	venom
vent	vent
ventilate	venilát
ventilator	ventilátor
ventricle	ventrikel
venture	ventúr
venturer	ventúrer
venue	venú
veranda	veranda
verandah	veranda
verb	verb
verbal	verbal
verbalise	verbalíz
verbalize	verbalíz
verdict	verdikt
verge	verj
verifier	verifíer
verify	verifí
verity	verité
vernacular	vernakúlar
verse	vers
version	verzion
vertebra	vertebra
vertebrate	vertebrat
vertex	verteks
vertical	vertikal
vesicle	vezikel
vesper	vesper
vessel	vesel
vest	vest
vestibule	vestibúl
vestige	vestij
vestment	vestment
vet	vet
veteran	veteran
veterinarian	veterinárian
veto	vétó
vex	veks
viaduct	víadukt
vial	víal
vibe	viʸb
vibrate	víbrát
vibration	víbrásion
vibrator	víbrátor
vicar	vikar
vicarage	vikaraj
vice	viʸs
viceroy	viʸsroʸ
vicissitude	visisitúd
victim	viktim
victimise	viktimíz
victimize	viktimíz
victor	viktor
victorian	viktórian
victory	viktoré
victual	viktúal
video	vidéó
videodisc	vidéódisk
videotape	vidéótaʸp
vie	viʸ
view	vuʷ
viewer	vuʷer
viewing	vuʷiŋ
viewpoint	vuʷpoʸnt
vigil	vijil
vigilante	vijilanté
vignette	viniet
viking	viʸkiŋ
vile	viʸl
vilify	vilifí
villa	vila
village	vilaj
villager	vilajer
villain	vilan
vin	vin
vindicate	vindikát
vine	viʸn
vinegar	vinegar
vineyard	vinyard
vintage	vintaj
vinyl	vínil
viola	vióla
violate	víolát
violation	víolásion
violator	víolátor
violet	víolet
violin	víolin
violinist	víolinist
viper	víper
virgin	virjin
virtue	virtú
virtuoso	virtúósó
virus	vírus
visa	véza
viscount	viskq́nt
visigoth	vizigoþ
vision	vizion
visionary	vizionaré
visit	vizit
visitation	vizitásion
visitor	vizitor
visor	vízor
vista	vista
visual	vizúal
visualise	vizúalíz
visualize	vizúalíz
vital	vítal
vitamin	vitamin
viva	véva
vocabulary	vokabúlaré
vocal	vókal
vocalisation	vókalizásion
vocalise	vókalíz
vocalist	vókalist
vocalize	vókalíz
vocation	vókásion
vodka	vodka
voice	voʸs
voicing	voʸsiŋ
void	voʸd
voider	voʸder
volatile	volatil
volcanic	volkanik
volcano	volkánó
volcanoe	volkánó
vole	voʷl
volley	volé
volt	voʷlt
voltage	voʷltaj
volume	volúm
volunteer	voluntér
vomit	vomit
vortex	vorteks
vote	voʷt
voter	voʷter
vouch	vqʷc
voucher	vqʷcer
vouchsafe	vqʷcsaʸf
vow	vqʷ
vowel	vqʷel
voyage	voʸaj
voyager	voʸajer
voyeur	voʸer
vulnerability	vulnerabilité
vulture	vultúr
wacky	waké
wad	wod
waddle	wodel
wade	waʸd
wader	waʸder
wafer	waʸfer
waffle	wofel
waft	woft
wag	wag
wage	waʸj
wager	waʸjer
waggle	wagel
wagon	wagon
wagtail	wagtaʸl
waif	waʸf
wail	waʸl
wailer	waʸler
waist	waʸst
waistcoat	waʸstkoʷt
wait	waʸt
waiter	waʸter
waitress	waʸtres
waive	waʸv
waiver	waʸver
wake	waʸk
waken	waʸken
wakening	waʸkeniŋ
wale	waʸl
walk	wåk
walkabout	wåkabqʷt
walker	wåker
walkman	wåkman
walkway	wåkwaʸ
walky	wåké
wall	wål
wallaby	wålabé
wallcovering	wålkuveriŋ
wallet	wolet
wallflower	wålflqʷr
wallop	wolop
wallow	woló
wallpaper	wålpáper
walnut	wolnut
walrus	wolrus
waltz	wolts
wan	won
wand	wond
wander	wonder
wanderer	wonderer
wandering	wonderiŋ
wane	waʸn
wangle	waŋgel
wank	waŋk
wanker	waŋker
wannabe	wonabeʸ
want	wont
war	wor
warband	worband
warbird	worbird
warble	worbel
warbler	worbeler
ward	word
warden	worden
warder	worder
wardrobe	wordroʷb
ware	waʸr
warehouse	waʸrhqʷs
warehouseman	waʸrhqʷsman
warhead	worhed
warhorse	worhors
warlord	worlord
warm	worm
warmer	wormer
warmonger	wormoŋger
warn	worn
warning	worniŋ
warp	worp
warplane	worplaʸn
warrant	worant
warranty	woranté
warren	woren
warrior	worior
warship	worxip
wart	wort
wash	wox
washbasin	woxbásin
washer	woxer
washerwoman	woxerman
washing	woxiŋ
washroom	woxrq̇m
waste	waʸst
wasteland	waʸstland
waster	waʸster
watch	woc
watchdog	wocdog
watcher	wocer
watchmaker	wocmaʸker
watchman	wocman
watchtower	woctqʷr
watchword	wocwurd
water	wåter
waterboy	wåterboʸ
watercolour	wåterkulor
watercolourist	wåterkulorist
watercourse	wåterkoʷrs
waterfall	wåterfål
waterhole	wåterhoʷl
waterlily	wåterlilé
waterlog	wåterlog
waterman	wåterman
watermark	wåtermark
watermelon	wåtermelon
watermill	wåtermil
waterproof	wåterprq̇f
watershed	wåterxed
waterski	wåterskeʸ
watersport	wåterspoʷrt
waterstone	wåterstoʷn
waterway	wåterwaʸ
waterwheel	wåterhweʸl
watsonian	wotsónian
watt	wot
wattle	wotel
wave	waʸv
waveband	waʸvband
waveform	waʸvform
wavefunction	waʸvfuŋksion
wavelength	waʸvleŋþ
waver	waʸver
waverer	waʸverer
wax	waks
waxwork	wakswurk
way	waʸ
waybill	waʸbil
wayfarer	waʸfaʸrer
waylay	waʸlaʸ
waymark	waʸmark
we	weʸ
weak	weʸk
weaken	weʸken
weakling	weʸkliŋ
weakness	weʸknes
wealthy	welþé
wean	weʸn
weapon	wepon
wear	waʸr
wearer	waʸrer
weary	weʸré
weasel	wézel
weather	weðer
